Genus,Species,Family,Habitat,Length_cm,measurement,Trophic_lvl,Status,Lake,Region
Engraulicypris,moeruensis,Danionidae,benthopelagic,3.7,TL,3,native,Mweru,central africa
Opsaridium,ubangiense,Danionidae,benthopelagic,12,TL,3.3,native,Mweru,central africa
Opsaridium,zambezense,Danionidae,benthopelagic,12,SL,3.4,native,Mweru,central africa
Raiamas,intermedius,Danionidae,benthopelagic,13,TL,3.3,native,Mweru,central africa
Distichodus,antonii,Distichodontidae,pelagic,55,TL,2.1,questionable,Mweru,central africa
Distichodus,maculatus,Distichodontidae,pelagic,31,TL,2.3,native,Mweru,central africa
Nannocharax,dageti,Distichodontidae,benthopelagic,4.4,SL,3.1,native,Mweru,central africa
Nannocharax,luapulae,Distichodontidae,pelagic,4.6,TL,3.1,native,Mweru,central africa
Nannocharax,minutus,Distichodontidae,pelagic,2.7,SL,3.1,native,Mweru,central africa
Nannocharax,multifasciatus,Distichodontidae,pelagic,6,TL,2.8,native,Mweru,central africa
Limnothrissa,miodon,Dorosomatidae,pelagic,17,SL,3.1,error,Mweru,central africa
Microthrissa,moeruensis,Dorosomatidae,pelagic,4.1,SL,3,endemic,Mweru,central africa
Potamothrissa,acutirostris,Dorosomatidae,pelagic,7,SL,3.1,native,Mweru,central africa
Hepsetus,cuvieri,Hepsetidae,demersal,37,SL,3,native,Mweru,central africa
Hepsetus,odoe,Hepsetidae,demersal,44.2,SL,4.1,misidentification,Mweru,central africa
Kneria,auriculata,Kneriidae,benthopelagic,7,SL,2,native,Mweru,central africa
Kneria,paucisquamata,Kneriidae,benthopelagic,4.8,SL,2.3,endemic,Mweru,central africa
Kneria,polli,Kneriidae,benthopelagic,7,SL,2,native,Mweru,central africa
Kneria,stappersii,Kneriidae,benthopelagic,4.8,SL,2.3,endemic,Mweru,central africa
Kneria,wittei,Kneriidae,benthopelagic,8.6,SL,2,native,Mweru,central africa
Parakneria,malaissei,Kneriidae,benthopelagic,7.8,SL,2,endemic,Mweru,central africa
Mastacembelus,congicus,Mastacembelidae,benthopelagic,43.5,SL,3.9,native,Mweru,central africa
Mastacembelus,frenatus,Mastacembelidae,demersal,40,SL,3.9,native,Mweru,central africa
Chiloglanis,elisabethianus,Mochokidae,benthopelagic,5.2,TL,3.1,native,Mweru,central africa
Chiloglanis,macropterus,Mochokidae,benthopelagic,9.8,TL,3.2,endemic,Mweru,central africa
Chiloglanis,neumanni,Mochokidae,benthopelagic,6.5,SL,2.8,questionable,Mweru,central africa
Euchilichthys,royauxi,Mochokidae,demersal,22,TL,3.3,native,Mweru,central africa
Synodontis,katangae,Mochokidae,benthopelagic,24,TL,2.9,native,Mweru,central africa
Synodontis,nigromaculatus,Mochokidae,benthopelagic,38.5,TL,3.3,native,Mweru,central africa
Synodontis,ornatipinnis,Mochokidae,benthopelagic,40,TL,2.8,native,Mweru,central africa
Synodontis,polystigma,Mochokidae,benthopelagic,24.5,TL,2.9,native,Mweru,central africa
Synodontis,unicolor,Mochokidae,benthopelagic,24.1,TL,2.9,endemic,Mweru,central africa
Synodontis,zambezensis,Mochokidae,benthopelagic,43,SL,2.7,native,Mweru,central africa
Campylomormyrus,bredoi,Mormyridae,demersal,37,TL,3.2,endemic,Mweru,central africa
Campylomormyrus,luapulaensis,Mormyridae,demersal,22,TL,3.2,native,Mweru,central africa
Campylomormyrus,orycteropus,Mormyridae,demersal,32,TL,3.2,native,Mweru,central africa
Campylomormyrus,tamandua,Mormyridae,demersal,43,SL,3.2,native,Mweru,central africa
Cyphomyrus,aelsbroecki,Mormyridae,demersal,8.6,TL,3.1,endemic,Mweru,central africa
Cyphomyrus,discorhynchus,Mormyridae,demersal,31,SL,3.2,native,Mweru,central africa
Gnathonemus,petersii,Mormyridae,demersal,35,SL,3.1,native,Mweru,central africa
Marcusenius,macrolepidotus,Mormyridae,demersal,32,TL,3.2,native,Mweru,central africa
Marcusenius,monteiri,Mormyridae,demersal,45,TL,3.1,native,Mweru,central africa
Marcusenius,stanleyanus,Mormyridae,demersal,21,TL,3.1,native,Mweru,central africa
Mormyrops,anguilloides,Mormyridae,demersal,150,TL,3.8,native,Mweru,central africa
Mormyrus,caballus,Mormyridae,demersal,50,TL,3.2,native,Mweru,central africa
Mormyrus,longirostris,Mormyridae,demersal,75,SL,3.3,native,Mweru,central africa
Mormyrus,ovis,Mormyridae,demersal,29,TL,3.1,questionable,Mweru,central africa
Myomyrus,macrodon,Mormyridae,demersal,24,TL,3.2,native,Mweru,central africa
Myomyrus,macrops,Mormyridae,demersal,25,TL,3.2,native,Mweru,central africa
Petrocephalus,catostoma,Mormyridae,demersal,15,FL,3.4,questionable,Mweru,central africa
Petrocephalus,frieli,Mormyridae,demersal,9.1,SL,3.2,native,Mweru,central africa
Petrocephalus,longianalis,Mormyridae,demersal,11.9,SL,3.3,native,Mweru,central africa
Petrocephalus,simus,Mormyridae,demersal,12,TL,3.2,native,Mweru,central africa
Petrocephalus,squalostoma,Mormyridae,demersal,12.2,SL,3.3,native,Mweru,central africa
Pollimyrus,castelnaui,Mormyridae,demersal,7,SL,3.2,native,Mweru,central africa
Pollimyrus,isidori,Mormyridae,demersal,10.3,TL,2.6,native,Mweru,central africa
Pollimyrus,stappersii,Mormyridae,demersal,7.4,TL,3.2,native,Mweru,central africa
Nothobranchius,chochamandai,Nothobranchiidae,pelagic,3.5,SL,3.2,endemic,Mweru,central africa
Nothobranchius,cooperi,Nothobranchiidae,pelagic,2.6,SL,3.1,native,Mweru,central africa
Nothobranchius,malaissei,Nothobranchiidae,benthopelagic,5.5,TL,3.2,endemic,Mweru,central africa
Nothobranchius,milvertzi,Nothobranchiidae,pelagic,3.7,SL,3.2,endemic,Mweru,central africa
Nothobranchius,oestergaardi,Nothobranchiidae,demersal,3.2,SL,3.1,endemic,Mweru,central africa
Nothobranchius,rosenstocki,Nothobranchiidae,pelagic,4.5,TL,3.2,native,Mweru,central africa
Nothobranchius,sainthousei,Nothobranchiidae,benthopelagic,4.1,SL,3.2,endemic,Mweru,central africa
Nothobranchius,symoensi,Nothobranchiidae,benthopelagic,5,TL,3.2,native,Mweru,central africa
Lacustricola,hutereaui,Procatopodidae,benthopelagic,3.5,TL,3,native,Mweru,central africa
Lacustricola,katangae,Procatopodidae,benthopelagic,5,TL,3.3,native,Mweru,central africa
Lacustricola,moeruensis,Procatopodidae,benthopelagic,4,TL,3,native,Mweru,central africa
Micropanchax,fuelleborni,Procatopodidae,benthopelagic,3.5,TL,3.1,native,Mweru,central africa
Micropanchax,johnstoni,Procatopodidae,benthopelagic,8.5,TL,3.2,native,Mweru,central africa
Protopterus,annectens,Protopteridae,demersal,100,TL,3.8,native,Mweru,central africa
Pareutropius,mandevillei,Schilbeidae,demersal,6.5,SL,3.2,native,Mweru,central africa
Schilbe,banguelensis,Schilbeidae,demersal,59,TL,3.5,native,Mweru,central africa
Schilbe,intermedius,Schilbeidae,pelagic,50,SL,3.6,native,Mweru,central africa
Alestes,liebrechtsii,Alestidae,pelagic,40,TL,2.9,native,Pool Malebo,central africa
Alestes,macrophthalmus,Alestidae,pelagic,60,SL,2,native,Pool Malebo,central africa
Alestopetersius,brichardi,Alestidae,pelagic,7.9,SL,3.1,native,Pool Malebo,central africa
Alestopetersius,hilgendorfi,Alestidae,pelagic,10,TL,3.1,native,Pool Malebo,central africa
Alestopetersius,tumbensis,Alestidae,pelagic,4.4,SL,3.1,native,Pool Malebo,central africa
Bathyaethiops,caudomaculatus,Alestidae,pelagic,8,TL,3.1,native,Pool Malebo,central africa
Brachypetersius,altus,Alestidae,pelagic,6.5,TL,3.1,native,Pool Malebo,central africa
Brycinus,grandisquamis,Alestidae,pelagic,26,SL,3.2,native,Pool Malebo,central africa
Brycinus,imberi,Alestidae,demersal,19.8,TL,3.3,native,Pool Malebo,central africa
Brycinus,macrolepidotus,Alestidae,pelagic,53,SL,2.8,native,Pool Malebo,central africa
Bryconaethiops,boulengeri,Alestidae,pelagic,25,TL,3.2,native,Pool Malebo,central africa
Bryconaethiops,macrops,Alestidae,pelagic,12,SL,3.1,native,Pool Malebo,central africa
Bryconaethiops,microstoma,Alestidae,pelagic,17.2,SL,3.2,native,Pool Malebo,central africa
Bryconaethiops,yseuxi,Alestidae,pelagic,7.2,SL,3.1,native,Pool Malebo,central africa
Hydrocynus,forskahlii,Alestidae,pelagic,78,SL,4,native,Pool Malebo,central africa
Hydrocynus,goliath,Alestidae,pelagic,133,FL,3.8,native,Pool Malebo,central africa
Hydrocynus,vittatus,Alestidae,demersal,105,FL,3.7,native,Pool Malebo,central africa
Micralestes,acutidens,Alestidae,pelagic,9,SL,2.9,native,Pool Malebo,central africa
Micralestes,humilis,Alestidae,pelagic,10.6,TL,3.1,native,Pool Malebo,central africa
Micralestes,stormsi,Alestidae,pelagic,10,SL,3.2,native,Pool Malebo,central africa
Phenacogrammus,interruptus,Alestidae,benthopelagic,8,TL,3,native,Pool Malebo,central africa
Belonoglanis,brieni,Amphiliidae,demersal,5,TL,3,endemic,Pool Malebo,central africa
Belonoglanis,tenuis,Amphiliidae,demersal,17.2,TL,3.1,native,Pool Malebo,central africa
Dolichamphilius,brieni,Amphiliidae,demersal,5.4,TL,3,endemic,Pool Malebo,central africa
Doumea,angolensis,Amphiliidae,demersal,7,TL,3,native,Pool Malebo,central africa
Leptoglanis,bouilloni,Amphiliidae,demersal,6.2,SL,3,native,Pool Malebo,central africa
Leptoglanis,xenognathus,Amphiliidae,demersal,7.8,TL,3,native,Pool Malebo,central africa
Phractura,lindica,Amphiliidae,demersal,9,TL,3.1,native,Pool Malebo,central africa
Psammphiletria,delicata,Amphiliidae,demersal,2.1,SL,3,endemic,Pool Malebo,central africa
Zaireichthys,mandevillei,Amphiliidae,demersal,2.6,SL,3,native,Pool Malebo,central africa
Ctenopoma,acutirostre,Anabantidae,benthopelagic,15,TL,3.2,native,Pool Malebo,central africa
Ctenopoma,kingsleyae,Anabantidae,benthopelagic,18.2,SL,3.2,native,Pool Malebo,central africa
Ctenopoma,nigropannosum,Anabantidae,benthopelagic,15.5,SL,3.2,native,Pool Malebo,central africa
Ctenopoma,ocellatum,Anabantidae,benthopelagic,13.8,SL,3.2,native,Pool Malebo,central africa
Ctenopoma,weeksii,Anabantidae,benthopelagic,12,TL,3.1,native,Pool Malebo,central africa
Microctenopoma,ansorgii,Anabantidae,benthopelagic,5.4,SL,3.2,native,Pool Malebo,central africa
Microctenopoma,congicum,Anabantidae,benthopelagic,6.2,SL,3.2,native,Pool Malebo,central africa
Microctenopoma,fasciolatum,Anabantidae,benthopelagic,8,TL,3.3,native,Pool Malebo,central africa
Microctenopoma,nanum,Anabantidae,benthopelagic,6.7,SL,3.3,native,Pool Malebo,central africa
Heterotis,niloticus,Arapaimidae,pelagic,100,SL,2.7,introduced,Pool Malebo,central africa
Bagrus,ubangensis,Bagridae,demersal,31.5,TL,4.2,native,Pool Malebo,central africa
Kribia,nana,Butidae,demersal,5.8,TL,3.4,native,Pool Malebo,central africa
Parachanna,insignis,Channidae,benthopelagic,53.2,TL,4,native,Pool Malebo,central africa
Parachanna,obscura,Channidae,demersal,50,SL,3.4,native,Pool Malebo,central africa
Congolapia,crassa,Cichlidae,pelagic,14.7,SL,3.2,native,Pool Malebo,central africa
Coptodon,congica,Cichlidae,demersal,25,TL,2.5,native,Pool Malebo,central africa
Coptodon,tholloni,Cichlidae,benthopelagic,22,TL,2.5,questionable,Pool Malebo,central africa
Haplochromis,polli,Cichlidae,benthopelagic,9.1,TL,3.3,native,Pool Malebo,central africa
Hemichromis,elongatus,Cichlidae,benthopelagic,18.7,SL,3.7,native,Pool Malebo,central africa
Lamprologus,congoensis,Cichlidae,benthopelagic,13,TL,4,native,Pool Malebo,central africa
Lamprologus,teugelsi,Cichlidae,benthopelagic,8.2,SL,3.8,native,Pool Malebo,central africa
Lamprologus,werneri,Cichlidae,benthopelagic,12.3,TL,3.9,native,Pool Malebo,central africa
Nanochromis,nudiceps,Cichlidae,demersal,7,TL,3.2,native,Pool Malebo,central africa
Pelmatochromis,nigrofasciatus,Cichlidae,demersal,11.6,SL,3.4,native,Pool Malebo,central africa
Pelmatochromis,ocellifer,Cichlidae,demersal,13,TL,3.3,native,Pool Malebo,central africa
Pterochromis,congicus,Cichlidae,demersal,15.2,SL,3.4,native,Pool Malebo,central africa
Rubricatochromis,bimaculatus,Cichlidae,benthopelagic,13.6,SL,3.9,misidentification,Pool Malebo,central africa
Rubricatochromis,stellifer,Cichlidae,benthopelagic,10,SL,3.4,native,Pool Malebo,central africa
Sarotherodon,galilaeus,Cichlidae,demersal,39.5,TL,2.8,native,Pool Malebo,central africa
Steatocranus,casuarius,Cichlidae,demersal,10,TL,3.3,native,Pool Malebo,central africa
Steatocranus,gibbiceps,Cichlidae,demersal,10,TL,3.3,native,Pool Malebo,central africa
Steatocranus,tinanti,Cichlidae,demersal,6.3,SL,3.3,native,Pool Malebo,central africa
Tylochromis,labrodon,Cichlidae,benthopelagic,22.6,SL,2.6,native,Pool Malebo,central africa
Tylochromis,lateralis,Cichlidae,benthopelagic,26,TL,3.1,native,Pool Malebo,central africa
Citharinus,congicus,Citharinidae,pelagic,43,TL,2.3,native,Pool Malebo,central africa
Citharinus,gibbosus,Citharinidae,pelagic,61,TL,2.2,native,Pool Malebo,central africa
Citharinus,macrolepis,Citharinidae,pelagic,75,TL,2.1,native,Pool Malebo,central africa
Channallabes,apus,Clariidae,benthopelagic,41.6,TL,3.5,native,Pool Malebo,central africa
Clariallabes,melas,Clariidae,demersal,26,TL,3.7,native,Pool Malebo,central africa
Clariallabes,teugelsi,Clariidae,demersal,17,TL,3.6,native,Pool Malebo,central africa
Clariallabes,variabilis,Clariidae,demersal,15.8,TL,3.6,native,Pool Malebo,central africa
Clarias,angolensis,Clariidae,demersal,35,TL,3.3,native,Pool Malebo,central africa
Clarias,buthupogon,Clariidae,demersal,34.1,TL,3.3,native,Pool Malebo,central africa
Clarias,camerunensis,Clariidae,demersal,46.6,TL,3.5,native,Pool Malebo,central africa
Clarias,gabonensis,Clariidae,demersal,36,TL,3.3,native,Pool Malebo,central africa
Clarias,gariepinus,Clariidae,benthopelagic,170,TL,3.8,native,Pool Malebo,central africa
Clarias,platycephalus,Clariidae,demersal,37.6,TL,4.2,native,Pool Malebo,central africa
Heterobranchus,longifilis,Clariidae,demersal,150,SL,3.7,native,Pool Malebo,central africa
Platyallabes,tihoni,Clariidae,demersal,52.8,TL,3.5,native,Pool Malebo,central africa
Auchenoglanis,occidentalis,Claroteidae,demersal,70,SL,2.9,native,Pool Malebo,central africa
Chrysichthys,brevibarbis,Claroteidae,demersal,40,SL,3.3,native,Pool Malebo,central africa
Chrysichthys,cranchii,Claroteidae,demersal,150,TL,3.4,native,Pool Malebo,central africa
Chrysichthys,delhezi,Claroteidae,demersal,23.2,SL,3.3,native,Pool Malebo,central africa
Chrysichthys,duttoni,Claroteidae,demersal,27.3,TL,3.3,native,Pool Malebo,central africa
Chrysichthys,habereri,Claroteidae,demersal,29,SL,3.3,native,Pool Malebo,central africa
Chrysichthys,laticeps,Claroteidae,demersal,126,TL,3.4,native,Pool Malebo,central africa
Chrysichthys,longibarbis,Claroteidae,demersal,25,SL,3.3,native,Pool Malebo,central africa
Chrysichthys,longipinnis,Claroteidae,demersal,70,SL,3.1,native,Pool Malebo,central africa
Chrysichthys,ornatus,Claroteidae,demersal,25.2,SL,3.3,native,Pool Malebo,central africa
Chrysichthys,punctatus,Claroteidae,demersal,15.5,SL,3.2,native,Pool Malebo,central africa
Gephyroglanis,congicus,Claroteidae,demersal,43,SL,3.6,native,Pool Malebo,central africa
Parauchenoglanis,monkei,Claroteidae,demersal,15.1,SL,3.7,native,Pool Malebo,central africa
Parauchenoglanis,punctatus,Claroteidae,demersal,41,SL,3.8,native,Pool Malebo,central africa
Clypeobarbus,matthesi,Cyprinidae,benthopelagic,6.2,SL,2.9,native,Pool Malebo,central africa
Clypeobarbus,pleuropholis,Cyprinidae,benthopelagic,3.3,SL,3,native,Pool Malebo,central africa
Enteromius,miolepis,Cyprinidae,benthopelagic,12.5,SL,3,native,Pool Malebo,central africa
Enteromius,validus,Cyprinidae,benthopelagic,9.6,SL,3,native,Pool Malebo,central africa
Labeo,annectens,Cyprinidae,benthopelagic,17.5,SL,2.4,native,Pool Malebo,central africa
Labeo,barbatus,Cyprinidae,benthopelagic,56.2,SL,2.1,native,Pool Malebo,central africa
Labeo,chariensis,Cyprinidae,benthopelagic,22.1,SL,2.3,native,Pool Malebo,central africa
Labeo,coubie,Cyprinidae,benthopelagic,75,SL,2,questionable,Pool Malebo,central africa
Labeo,cyclorhynchus,Cyprinidae,benthopelagic,16,TL,2.5,native,Pool Malebo,central africa
Labeo,degeni,Cyprinidae,benthopelagic,68,SL,2,native,Pool Malebo,central africa
Labeo,falcipinnis,Cyprinidae,benthopelagic,38.1,SL,2.2,native,Pool Malebo,central africa
Labeo,greenii,Cyprinidae,benthopelagic,27,TL,2.3,native,Pool Malebo,central africa
Labeo,kirkii,Cyprinidae,benthopelagic,24,TL,2.3,native,Pool Malebo,central africa
Labeo,lineatus,Cyprinidae,benthopelagic,78,TL,2,native,Pool Malebo,central africa
Labeo,longipinnis,Cyprinidae,benthopelagic,26,SL,2.3,native,Pool Malebo,central africa
Labeo,macrostoma,Cyprinidae,benthopelagic,73,TL,2,questionable,Pool Malebo,central africa
Labeo,maleboensis,Cyprinidae,benthopelagic,7.1,SL,2.6,endemic,Pool Malebo,central africa
Labeo,nasus,Cyprinidae,benthopelagic,19,TL,2.4,native,Pool Malebo,central africa
Labeo,nigricans,Cyprinidae,benthopelagic,4.6,SL,2.7,native,Pool Malebo,central africa
Labeo,parvus,Cyprinidae,benthopelagic,38,SL,2,native,Pool Malebo,central africa
Labeo,sorex,Cyprinidae,benthopelagic,35.2,SL,2.2,questionable,Pool Malebo,central africa
Labeo,weeksii,Cyprinidae,benthopelagic,29,TL,2.3,native,Pool Malebo,central africa
Labeobarbus,caudovittatus,Cyprinidae,benthopelagic,80,TL,3.3,native,Pool Malebo,central africa
Chelaethiops,congicus,Danionidae,benthopelagic,11,TL,3.3,native,Pool Malebo,central africa
Chelaethiops,elongatus,Danionidae,benthopelagic,6.2,TL,3.2,native,Pool Malebo,central africa
Leptocypris,lujae,Danionidae,benthopelagic,11.5,TL,3.3,native,Pool Malebo,central africa
Leptocypris,modestus,Danionidae,benthopelagic,11,TL,3.3,native,Pool Malebo,central africa
Raiamas,christyi,Danionidae,benthopelagic,17.7,TL,3.3,native,Pool Malebo,central africa
Belonophago,tinanti,Distichodontidae,pelagic,12,TL,3,native,Pool Malebo,central africa
Distichodus,affinis,Distichodontidae,pelagic,20,TL,2.4,native,Pool Malebo,central africa
Distichodus,altus,Distichodontidae,pelagic,15,TL,2.5,native,Pool Malebo,central africa
Distichodus,antonii,Distichodontidae,pelagic,55,TL,2.1,native,Pool Malebo,central africa
Distichodus,atroventralis,Distichodontidae,pelagic,35.7,SL,2.2,native,Pool Malebo,central africa
Distichodus,fasciolatus,Distichodontidae,pelagic,60,TL,2,native,Pool Malebo,central africa
Distichodus,lusosso,Distichodontidae,pelagic,38,TL,2.2,native,Pool Malebo,central africa
Distichodus,maculatus,Distichodontidae,pelagic,31,TL,2.3,native,Pool Malebo,central africa
Distichodus,sexfasciatus,Distichodontidae,pelagic,76,SL,2.8,native,Pool Malebo,central africa
Eugnathichthys,eetveldii,Distichodontidae,pelagic,29,TL,2.9,native,Pool Malebo,central africa
Eugnathichthys,macroterolepis,Distichodontidae,pelagic,14.5,TL,4.2,native,Pool Malebo,central africa
Ichthyborus,ornatus,Distichodontidae,pelagic,18,TL,3,native,Pool Malebo,central africa
Monostichodus,lootensi,Distichodontidae,pelagic,4.6,SL,3,questionable,Pool Malebo,central africa
Monostichodus,mesmaekersi,Distichodontidae,pelagic,5.9,TL,3,questionable,Pool Malebo,central africa
Nannocharax,gracilis,Distichodontidae,pelagic,4.3,TL,3.1,native,Pool Malebo,central africa
Nannocharax,hastatus,Distichodontidae,pelagic,3.2,SL,3.1,native,Pool Malebo,central africa
Nannocharax,macropterus,Distichodontidae,pelagic,6,SL,3.2,native,Pool Malebo,central africa
Nannocharax,schoutedeni,Distichodontidae,pelagic,4.5,TL,3.1,native,Pool Malebo,central africa
Nannocharax,uniocellatus,Distichodontidae,pelagic,2.8,SL,3.1,native,Pool Malebo,central africa
Neolebias,trilineatus,Distichodontidae,pelagic,3.3,SL,3.4,native,Pool Malebo,central africa
Phago,boulengeri,Distichodontidae,pelagic,17,TL,3,native,Pool Malebo,central africa
Phago,intermedius,Distichodontidae,pelagic,16,TL,3,native,Pool Malebo,central africa
Xenocharax,crassus,Distichodontidae,benthopelagic,18.6,SL,3,native,Pool Malebo,central africa
Xenocharax,spilurus,Distichodontidae,pelagic,26,TL,2.9,misidentification,Pool Malebo,central africa
Microthrissa,congica,Dorosomatidae,pelagic,7,SL,3.1,native,Pool Malebo,central africa
Microthrissa,royauxi,Dorosomatidae,pelagic,9.9,TL,3.1,native,Pool Malebo,central africa
Odaxothrissa,losera,Dorosomatidae,pelagic,14.4,SL,3.1,native,Pool Malebo,central africa
Potamothrissa,acutirostris,Dorosomatidae,pelagic,7,SL,3.1,native,Pool Malebo,central africa
Hepsetus,microlepis,Hepsetidae,benthopelagic,30.5,SL,3,native,Pool Malebo,central africa
Hepsetus,odoe,Hepsetidae,demersal,44.2,SL,4.1,misidentification,Pool Malebo,central africa
Lates,niloticus,Latidae,demersal,200,TL,4.5,native,Pool Malebo,central africa
Malapterurus,electricus,Malapteruridae,benthopelagic,122,SL,2.9,misidentification,Pool Malebo,central africa
Malapterurus,melanochir,Malapteruridae,demersal,98,SL,3.6,native,Pool Malebo,central africa
Malapterurus,microstoma,Malapteruridae,benthopelagic,55.5,SL,3.5,native,Pool Malebo,central africa
Malapterurus,monsembeensis,Malapteruridae,benthopelagic,58,SL,3.5,native,Pool Malebo,central africa
Mastacembelus,congicus,Mastacembelidae,benthopelagic,43.5,SL,3.9,native,Pool Malebo,central africa
Mastacembelus,greshoffi,Mastacembelidae,demersal,33.3,SL,3.8,native,Pool Malebo,central africa
Mastacembelus,marchei,Mastacembelidae,benthopelagic,32.6,SL,3.8,native,Pool Malebo,central africa
Mastacembelus,niger,Mastacembelidae,demersal,37.5,SL,3.8,native,Pool Malebo,central africa
Mastacembelus,robertsi,Mastacembelidae,benthopelagic,33.8,SL,3.8,native,Pool Malebo,central africa
Mastacembelus,traversi,Mastacembelidae,benthopelagic,35.7,SL,3.8,native,Pool Malebo,central africa
Acanthocleithron,chapini,Mochokidae,demersal,5.5,SL,2.9,questionable,Pool Malebo,central africa
Atopochilus,chabanaudi,Mochokidae,demersal,6,SL,3.2,endemic,Pool Malebo,central africa
Chiloglanis,congicus,Mochokidae,benthopelagic,7.5,TL,3.2,native,Pool Malebo,central africa
Chiloglanis,micropogon,Mochokidae,benthopelagic,4.9,TL,3.1,native,Pool Malebo,central africa
Euchilichthys,guentheri,Mochokidae,demersal,19,TL,3.3,native,Pool Malebo,central africa
Microsynodontis,christyi,Mochokidae,demersal,,,2.9,native,Pool Malebo,central africa
Microsynodontis,polli,Mochokidae,demersal,4.1,TL,3,misidentification,Pool Malebo,central africa
Synodontis,acanthomias,Mochokidae,benthopelagic,59,TL,2.8,native,Pool Malebo,central africa
Synodontis,alberti,Mochokidae,benthopelagic,20.3,TL,2.8,native,Pool Malebo,central africa
Synodontis,angelicus,Mochokidae,benthopelagic,55,TL,2.8,native,Pool Malebo,central africa
Synodontis,caudalis,Mochokidae,benthopelagic,20.4,TL,2.9,native,Pool Malebo,central africa
Synodontis,congicus,Mochokidae,benthopelagic,20.2,TL,2.9,native,Pool Malebo,central africa
Synodontis,contractus,Mochokidae,benthopelagic,9.7,TL,2,native,Pool Malebo,central africa
Synodontis,decorus,Mochokidae,benthopelagic,31.8,TL,2.9,native,Pool Malebo,central africa
Synodontis,depauwi,Mochokidae,benthopelagic,24,TL,2.9,endemic,Pool Malebo,central africa
Synodontis,flavitaeniatus,Mochokidae,benthopelagic,19.5,TL,2.9,native,Pool Malebo,central africa
Synodontis,greshoffi,Mochokidae,benthopelagic,26.6,TL,2.9,native,Pool Malebo,central africa
Synodontis,leopardus,Mochokidae,benthopelagic,6,SL,2.9,misidentification,Pool Malebo,central africa
Synodontis,nigriventris,Mochokidae,benthopelagic,9.6,TL,2.9,native,Pool Malebo,central africa
Synodontis,notatus,Mochokidae,benthopelagic,26.5,TL,2.9,native,Pool Malebo,central africa
Synodontis,nummifer,Mochokidae,demersal,20.5,TL,2.9,native,Pool Malebo,central africa
Synodontis,ornatipinnis,Mochokidae,benthopelagic,40,TL,2.8,native,Pool Malebo,central africa
Synodontis,pleurops,Mochokidae,benthopelagic,32.5,TL,2.8,native,Pool Malebo,central africa
Synodontis,pulcher,Mochokidae,benthopelagic,15,TL,2.9,endemic,Pool Malebo,central africa
Synodontis,schoutedeni,Mochokidae,benthopelagic,17.1,TL,2.9,native,Pool Malebo,central africa
Synodontis,soloni,Mochokidae,benthopelagic,15.5,TL,2.9,native,Pool Malebo,central africa
Campylomormyrus,christyi,Mormyridae,demersal,37.5,TL,3.2,native,Pool Malebo,central africa
Campylomormyrus,compressirostris,Mormyridae,demersal,19,TL,3.2,native,Pool Malebo,central africa
Campylomormyrus,curvirostris,Mormyridae,demersal,40.5,TL,3.2,native,Pool Malebo,central africa
Campylomormyrus,elephas,Mormyridae,demersal,40,TL,3.2,native,Pool Malebo,central africa
